"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @Pandaverse_club: <U+0001F381>Another $50 giveaway<U+0001F381>
To lucky winner 

Follow and RT <U+2764>

Drop your ETH address down below <U+0001F447>

<U+0001F552>12h

#NFTGiveaway #doge…",FALSE,0,NA,2022-04-27 02:08:29,FALSE,NA,"1519136368253108224",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","egi_r07",60,TRUE,FALSE,NA,NA
"RT @im1998live: #TwitterCEO
Meme for @elonmusk <U+2764><U+FE0F>
Congratulations CEO of Twitter <U+270C><U+FE0F> https://t.co/Wf5LP4Z1Ln",FALSE,0,NA,2022-04-27 02:07:25,FALSE,NA,"1519136100580675584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shivuu___06",131,TRUE,FALSE,NA,NA
"#twittersold 
Elon Musk bought twitter for 3lakhs Crore ($44 billion). 
New CEO of Twitter #ElonMusk… https://t.co/RucrBMxx2m",FALSE,2,NA,2022-04-27 02:07:17,TRUE,NA,"1519136068892696576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StoryHiOfficial",0,FALSE,FALSE,NA,NA
"RT @aksingh_bhu: <U+0939><U+0930> <U+0926><U+093F><U+0932> <U+0905><U+091C><U+0940><U+091C>, <U+0915><U+0943><U+092A><U+094D><U+091F><U+094B> <U+092A><U+094D><U+0930><U+0947><U+092E><U+0940>, <U+091F><U+0947><U+0938><U+0932><U+093E> <U+0915><U+0947> <U+0938><U+0902><U+0938><U+094D><U+0925><U+093E><U+092A><U+0915> <U+090F><U+0932><U+0928> <U+092E><U+0938><U+094D><U+0915> (@elonmusk) <U+092D><U+0948><U+092F><U+093E> <U+0915><U+094B> @Twitter <U+0916><U+0930><U+0940><U+0926><U+0928><U+0947> <U+0915><U+0940> <U+092C><U+0939><U+0941><U+0924> <U+092C><U+0939><U+0941><U+0924> <U+092C><U+0927><U+093E><U+0908> <U+0001F490><U+0001F490><U+0001F923>

#Twitter…",FALSE,0,NA,2022-04-27 02:06:55,FALSE,NA,"1519135974856347648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RSarvanand",4,TRUE,FALSE,NA,NA
"RT @im1998live: #TwitterCEO
Meme for @elonmusk <U+2764><U+FE0F>
Congratulations CEO of Twitter <U+270C><U+FE0F> https://t.co/Wf5LP4Z1Ln",FALSE,0,NA,2022-04-27 02:05:40,FALSE,NA,"1519135660267143169",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realakki2",131,TRUE,FALSE,NA,NA
"RT @BM_CARRY05: #TwitterCEO  now next Amazon will be Elonzon <U+0001F602><U+0001F602><U+0001F602> https://t.co/yBGE4npN8A",FALSE,0,NA,2022-04-27 02:05:16,FALSE,NA,"1519135560270749696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realakki2",100,TRUE,FALSE,NA,NA
"RT @MeetMalcom: The best meme so far #ElonMusk #Twitter #TwitterCEO #leavingtwitter https://t.co/ALCwGNtmg0",FALSE,0,NA,2022-04-27 02:04:00,FALSE,NA,"1519135243088777216",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DebjitMoon",262,TRUE,FALSE,NA,NA
"RT @DaringDjango: One fine morning, bored #ElonMusk decided to go for a shopping and bought Twitter. Say hello to the new CEO of Twitter.…",FALSE,0,NA,2022-04-27 02:03:12,FALSE,NA,"1519135039560114176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tomcruise946",479,TRUE,FALSE,NA,NA
"RT @H_FinTech: It's justice, to restart the race between #Bitcoin, #Ethereum and #XRP.  #CRPHolders #TwitterCEO #FreeSpeech #cryptocurrency",FALSE,0,NA,2022-04-27 02:03:02,FALSE,NA,"1519135000527994880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dntgetwrecked",17,TRUE,FALSE,NA,NA
"#FreeSpeech #ElonMusk #TwitterCEO https://t.co/UoP2I0Ea6x",FALSE,0,NA,2022-04-27 02:02:44,FALSE,NA,"1519134921280864256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanielOman11",0,FALSE,FALSE,NA,NA
"RT @ETNOWlive: As #ElonMuskBuysTwitter, many users have decided to leave the platform. Goodbye Twitter is among the top trends 

What will…",FALSE,0,NA,2022-04-27 02:02:28,FALSE,NA,"1519134856244269056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kushalhemanth",7,TRUE,FALSE,NA,NA
"RT @NickyArmet: CEO Twitter<U+0001F451><U+0001F934>
#Twitter #TwitterCEO #ElonMusk https://t.co/TGi3IB4FJ0",FALSE,0,NA,2022-04-27 02:02:22,FALSE,NA,"1519134831191355397",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tomcruise946",60,TRUE,FALSE,NA,NA
"RT @BM_CARRY05: #TwitterCEO  now next Amazon will be Elonzon <U+0001F602><U+0001F602><U+0001F602> https://t.co/yBGE4npN8A",FALSE,0,NA,2022-04-27 02:01:58,FALSE,NA,"1519134728166592513",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tomcruise946",100,TRUE,FALSE,NA,NA
"Sometimes that means making things simpler. Sometimes that means changing product incentives to be able to solve pr… https://t.co/kIilKBWzww",FALSE,0,"Island_Huuker",2022-04-27 02:01:25,TRUE,"1519134592116133889","1519134593382850560","1514773812843220995","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Island_Huuker",0,FALSE,FALSE,NA,NA
"RT @RojerMatz: #twittersold 
Elon Musk bought twitter for 3lakhs Crore ($44 billion). 
New CEO of Twitter #ElonMusk 
#TwitterTakeover #Twit…",FALSE,0,NA,2022-04-27 02:00:53,FALSE,NA,"1519134458284105728",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nabilmohamed",65,TRUE,FALSE,NA,NA
"RT @krishkavinmemes: Elon Musk buys Twitter for $44 Billion @elonmusk @Twitter 
.
Welcome BOSS.. Vanakkam da mapla India la iruthu <U+0001F3C3><U+0001F3FB><U+0001F602>
.
#T…",FALSE,0,NA,2022-04-27 02:00:44,FALSE,NA,"1519134420627718144",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nabilmohamed",56,TRUE,FALSE,NA,NA
"RT @HasibKadival: Thanks @elonmusk for buying  #Twitter I hope you will do better for 
Free speech #TwitterTakeover #twittersold #TwitterCE…",FALSE,0,NA,2022-04-27 02:00:10,FALSE,NA,"1519134278331756545",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rambhaai",1,TRUE,FALSE,NA,NA
"#TwitterCEO Chora esquerda ! #STE  #STF  <U+0001F602><U+0001F92A><U+0001F602><U+0001F92A><U+0001F602><U+0001F92A><U+0001F602><U+0001F92A><U+0001F602><U+0001F92A> #alonmusk #FreeSpeech #FreeSpeechMatters… https://t.co/2iv1e2CPyG",FALSE,0,NA,2022-04-27 02:00:08,TRUE,NA,"1519134266818498560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_niltinhocesar",0,FALSE,FALSE,NA,NA
"RT @TheNameIsRitess: Twitter CEO @elonmusk let me tweet from space pls
 #TwitterCEO #MarchAgainstImportedGovt https://t.co/xcH6FFiSB2",FALSE,0,NA,2022-04-27 01:59:50,FALSE,NA,"1519134193028005888",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nabilmohamed",67,TRUE,FALSE,NA,NA
"Hope Twitter makes new product offerings like separate channels for community development, fashion, customer complaints etc #TwitterCEO",FALSE,0,NA,2022-04-27 01:59:47,FALSE,NA,"1519134182299271173",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mfgexpertno1",0,FALSE,FALSE,NA,NA
"RT @DaringDjango: One fine morning, bored #ElonMusk decided to go for a shopping and bought Twitter. Say hello to the new CEO of Twitter.…",FALSE,0,NA,2022-04-27 01:59:42,FALSE,NA,"1519134157779001344",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nabilmohamed",479,TRUE,FALSE,NA,NA
"RT @yoursayings_: Finally you do it #ElonMusk new #TwitterCEO you #TwitterTakeover finally<U+0001F973> https://t.co/wOPRaNHGgY",FALSE,0,NA,2022-04-27 01:58:28,FALSE,NA,"1519133851028627456",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nabilmohamed",22,TRUE,FALSE,NA,NA
"RT @RamGoudM: #TwitterCEO since:2022-04-23_20:50:42_UTC

TRUMP <U+270C><U+FE0F> https://t.co/dTKdFotFsy",FALSE,0,NA,2022-04-27 01:58:17,FALSE,NA,"1519133801384873984",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nabilmohamed",13,TRUE,FALSE,NA,NA
"RT @Un_paired: Parag Agrawal ke Padosi aur Rishtedar Right Now --

Hmne toh usse phle hi bola tha ki SSC aur Railway join krna, job safety…",FALSE,0,NA,2022-04-27 01:58:05,FALSE,NA,"1519133754140229632",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nabilmohamed",4,TRUE,FALSE,NA,NA
"RT @FactsATruth: Correct. The right-wind media and republicans are so afraid of new #TwitterCEO, they will do anything to destroy the reput…",FALSE,0,NA,2022-04-27 01:57:45,FALSE,NA,"1519133667423133696",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BushinskiSusan",6,TRUE,FALSE,NA,NA
"RT @glamsham: Did you guys loved Pratik Sehajpal's Dua Karo song? <U+0001F60D><U+0001F49C>

Elon Musk is the new CEO of Twitter

#glamsham #PratikSehajpal #Prati…",FALSE,0,NA,2022-04-27 01:57:44,FALSE,NA,"1519133663472009216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jinja47417333",602,TRUE,FALSE,NA,NA
"RT @hardevsingh93: Life of the pvt employee 
#Uncertainty #TwitterCEO https://t.co/reJ7PXhf3I",FALSE,0,NA,2022-04-27 01:57:31,FALSE,NA,"1519133610527191040",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nabilmohamed",12,TRUE,FALSE,NA,NA
"RT @AdithyaPKashyap: My edition meme <U+0001F601>

#twittersold 
#ElonMusk 
#ElonMuskBuyTwitter 
#TwitterCEO 
#ElonMuskMemes 
#Memes
#meme https://t.c…",FALSE,0,NA,2022-04-27 01:56:58,FALSE,NA,"1519133472539181056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iambdxoul",6,TRUE,FALSE,NA,NA
"RT @midastouch786: #TwitterCEO

@paraga to Elon Musk ..<U+0001F602> https://t.co/UixrFUCstB",FALSE,0,NA,2022-04-27 01:56:47,FALSE,NA,"1519133423893315584",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nabilmohamed",43,TRUE,FALSE,NA,NA
"RT @NickyArmet: CEO Twitter<U+0001F451><U+0001F934>
#Twitter #TwitterCEO #ElonMusk https://t.co/TGi3IB4FJ0",FALSE,0,NA,2022-04-27 01:56:38,FALSE,NA,"1519133386404601856",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nabilmohamed",60,TRUE,FALSE,NA,NA
"RT @ZeeBiharNews: Elon Musk <U+0928><U+0947> 44 <U+0905><U+0930><U+092C> <U+0921><U+0949><U+0932><U+0930> (3,368 <U+0905><U+0930><U+092C> <U+0930><U+0942><U+092A><U+090F>) <U+092E><U+0947><U+0902> Twitter <U+0915><U+094B> <U+0916><U+0930><U+0940><U+0926><U+093E>. <U+091F><U+094D><U+0935><U+093F><U+091F><U+0930> <U+0915><U+0947> <U+0938><U+092D><U+0940> <U+0936><U+0947><U+092F><U+0930><U+0927><U+093E><U+0930><U+0915><U+094B><U+0902> <U+0915><U+094B> <U+092A><U+094D><U+0930><U+0924><U+093F> <U+0936><U+0947><U+092F><U+0930> 54 <U+0921><U+0949><U+0932><U+0930> <U+092F><U+093E><U+0928><U+0940> 4148…",FALSE,0,NA,2022-04-27 01:56:30,FALSE,NA,"1519133353248985090",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NikhilPriyadar3",6,TRUE,FALSE,NA,NA
"RT @im1998live: #TwitterCEO
Meme for @elonmusk <U+2764><U+FE0F>
Congratulations CEO of Twitter <U+270C><U+FE0F> https://t.co/Wf5LP4Z1Ln",FALSE,0,NA,2022-04-27 01:56:29,FALSE,NA,"1519133349893140480",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nabilmohamed",131,TRUE,FALSE,NA,NA
"RT @BM_CARRY05: #TwitterCEO  now next Amazon will be Elonzon <U+0001F602><U+0001F602><U+0001F602> https://t.co/yBGE4npN8A",FALSE,0,NA,2022-04-27 01:56:17,FALSE,NA,"1519133298034831362",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nabilmohamed",100,TRUE,FALSE,NA,NA
"I am going to need him to buy FB now. The fear is not free speech itself it’s the fear that theirs won’t be the onl… https://t.co/ptvFE1eWcs",FALSE,0,NA,2022-04-27 01:55:54,TRUE,NA,"1519133203021414400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LPBoricua",0,FALSE,FALSE,NA,NA
"RT @AnoopAT7: #TwitterCEO
Stay tuned for the Official Teaser of 12th Man

#12thMan coming soon on #DisneyPlusHotstar

#12thManOnHotstar #Di…",FALSE,0,NA,2022-04-27 01:55:43,FALSE,NA,"1519133158637072389",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Abhijith__LFA",3,TRUE,FALSE,NA,NA
"RT @Ishii_IND: <U+0916><U+0930><U+0940><U+0926><U+0928><U+0947> <U+0915><U+0940> <U+0915><U+094D><U+092F><U+093E> <U+091C><U+0930><U+0942><U+0930><U+0924> <U+0925><U+0940>, <U+092A><U+094D><U+0932><U+0947> <U+0938><U+094D><U+091F><U+094B><U+0930> <U+0938><U+0947> <U+0907><U+0902><U+0938><U+094D><U+091F><U+0949><U+0932> <U+092D><U+0940> <U+0915><U+0930> <U+0938><U+0915><U+0924><U+093E> <U+0925><U+093E> <U+0001F605><U+092A><U+093E><U+0917><U+0932> <U+0906><U+0926><U+092E><U+0940> <U+0001F923><U+0001F604>
#TwitterCEO #ElonMuskBuyTwitter",FALSE,0,NA,2022-04-27 01:54:45,FALSE,NA,"1519132912037564416",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ishii_IND",4,TRUE,FALSE,NA,NA
"#TwitterCEO
Stay tuned for the Official Teaser of 12th Man

#12thMan coming soon on #DisneyPlusHotstar… https://t.co/CQy3vNjW4Z",FALSE,3,NA,2022-04-27 01:54:15,TRUE,NA,"1519132786283581440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnoopAT7",3,FALSE,FALSE,NA,NA
"RT @Qooore_app: Looks like now we’re all should  <U+0336>h<U+0336>a<U+0336>i<U+0336>l<U+0336> <U+0336>o<U+0336>u<U+0336>r<U+0336> <U+0336>n<U+0336>e<U+0336>w<U+0336> <U+0336>m<U+0336>a<U+0336>s<U+0336>t<U+0336>e<U+0336>r<U+0336> congrats #Elon with new purchase<U+0001F60F>

#TwitterCEO #tw…",FALSE,0,NA,2022-04-27 01:52:55,FALSE,NA,"1519132450940616704",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Manirajsri",3,TRUE,FALSE,NA,NA
"RT @MeetMalcom: The best meme so far #ElonMusk #Twitter #TwitterCEO #leavingtwitter https://t.co/ALCwGNtmg0",FALSE,0,NA,2022-04-27 01:52:06,FALSE,NA,"1519132248288612354",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rohit57467698",262,TRUE,FALSE,NA,NA
"RT @DaringDjango: One fine morning, bored #ElonMusk decided to go for a shopping and bought Twitter. Say hello to the new CEO of Twitter.…",FALSE,0,NA,2022-04-27 01:51:50,FALSE,NA,"1519132180999327746",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AnnamalaiP2",479,TRUE,FALSE,NA,NA
"RT @Pandaverse_club: <U+0001F381>Another $50 giveaway<U+0001F381>
To lucky winner 

Follow and RT <U+2764>

Drop your ETH address down below <U+0001F447>

<U+0001F552>12h

#NFTGiveaway #doge…",FALSE,0,NA,2022-04-27 01:51:47,FALSE,NA,"1519132165451096066",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","datsongdep",60,TRUE,FALSE,NA,NA
"RT @MeetMalcom: The best meme so far #ElonMusk #Twitter #TwitterCEO #leavingtwitter https://t.co/ALCwGNtmg0",FALSE,0,NA,2022-04-27 01:51:33,FALSE,NA,"1519132110086418432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RaviRexon",262,TRUE,FALSE,NA,NA
"RT @nandiniidnani69: Fantastic Shree Ganesh 
Rajdeep Sardesai Blue Tick gone <U+0001F602><U+0001F923>
#twittersold #TwitterTakeover #TwitterCEO #ElonMusk <U+0001F44D> https…",FALSE,0,NA,2022-04-27 01:51:28,FALSE,NA,"1519132086690803713",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NilimaPawar13",7,TRUE,FALSE,NA,NA
"RT @MeetMalcom: The best meme so far #ElonMusk #Twitter #TwitterCEO #leavingtwitter https://t.co/ALCwGNtmg0",FALSE,0,NA,2022-04-27 01:50:02,FALSE,NA,"1519131728346218496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bruce537071781",262,TRUE,FALSE,NA,NA
"RT @MeetMalcom: The best meme so far #ElonMusk #Twitter #TwitterCEO #leavingtwitter https://t.co/ALCwGNtmg0",FALSE,0,NA,2022-04-27 01:49:54,FALSE,NA,"1519131695127359488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sankit_roy",262,TRUE,FALSE,NA,NA
"Private <U+0928><U+094C><U+0915><U+0930><U+0940> <U+092E><U+0947><U+0902> uncertainty <U+0924><U+094B> <U+0939><U+0948> <U+0964>

                                                <U+092A><U+0930><U+093E><U+0917> <U+0905><U+0917><U+094D><U+0930><U+0935><U+093E><U+0932><U+0001F927>
CEO Twitter

#TwitterCEO",FALSE,0,NA,2022-04-27 01:49:52,FALSE,NA,"1519131685106892800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Abhishe91445863",0,FALSE,FALSE,NA,NA
"#TwitterCEO 
@elonmusk 

Twitter has more T's that why he bought it 

just @elonmusk things <U+0001F609><U+0001F609> https://t.co/qvEBhYM1W7",FALSE,1,NA,2022-04-27 01:49:33,FALSE,NA,"1519131603842207745",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VasuDadi2",0,FALSE,FALSE,NA,NA
"RT @StylishStarSb1: #TwitterCEO since:2022-04-24_21:07:26_UTC https://t.co/24ZZ8W9qME",FALSE,0,NA,2022-04-27 01:49:29,FALSE,NA,"1519131587446816770",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BloomVade",2,TRUE,FALSE,NA,NA
"RT @Pandaverse_club: <U+0001F381>Another $50 giveaway<U+0001F381>
To lucky winner 

Follow and RT <U+2764>

Drop your ETH address down below <U+0001F447>

<U+0001F552>12h

#NFTGiveaway #doge…",FALSE,0,NA,2022-04-27 01:48:29,FALSE,NA,"1519131338812854273",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","silverwiens",60,TRUE,FALSE,NA,NA
"This <U+0001F447> #SusanCollins #TwitterCEO https://t.co/WCKWQXGnJk https://t.co/DDAYESeE0y",FALSE,0,NA,2022-04-27 01:45:21,FALSE,NA,"1519130549687828482",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheMattMusk",0,FALSE,FALSE,NA,NA
"RT @M_Shaheed_Sha: Elon Musk bought twitter for 3lakhs Crore ($44 billion). 
New CEO of Twitter @elonmusk 
#TwitterTakeover #TwitterCEO #tw…",FALSE,0,NA,2022-04-27 01:45:11,FALSE,NA,"1519130508617076737",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","illayar85922204",2,TRUE,FALSE,NA,NA
"Hybrid Season Cricket Bat #kashmirwillow #TwitterCEO #Cricket https://t.co/RUrstjgthQ",FALSE,1,NA,2022-04-27 01:45:02,FALSE,NA,"1519130469224222720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kwesports1",0,FALSE,FALSE,NA,NA
"RT @BM_CARRY05: #TwitterCEO  now next Amazon will be Elonzon <U+0001F602><U+0001F602><U+0001F602> https://t.co/yBGE4npN8A",FALSE,0,NA,2022-04-27 01:44:13,FALSE,NA,"1519130264370237440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FunTime21749445",100,TRUE,FALSE,NA,NA
"RT @MeetMalcom: The best meme so far #ElonMusk #Twitter #TwitterCEO #leavingtwitter https://t.co/ALCwGNtmg0",FALSE,0,NA,2022-04-27 01:44:00,FALSE,NA,"1519130207453548544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FunTime21749445",262,TRUE,FALSE,NA,NA
"#<U+062A><U+062D><U+0641><U+064A><U+0632> #<U+0627><U+0644><U+062A><U+0633><U+0648><U+064A><U+0642>_<U+0627><U+0644><U+0623><U+0644><U+0643><U+062A><U+0631><U+0648><U+0646><U+064A> #marketing  #Ramadan  #TwitterCEO https://t.co/Sc3Gnrp0Ws",FALSE,2,NA,2022-04-27 01:42:33,FALSE,NA,"1519129845552324608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Startup1Marketi",0,FALSE,FALSE,NA,NA
"RT @DaringDjango: One fine morning, bored #ElonMusk decided to go for a shopping and bought Twitter. Say hello to the new CEO of Twitter.…",FALSE,0,NA,2022-04-27 01:40:51,FALSE,NA,"1519129417351856128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jyotirs86",479,TRUE,FALSE,NA,NA
"How much for a global satellite phone hack link, Ligo?  

Have a heart Ford shale #TwitterCEO",FALSE,0,NA,2022-04-27 01:40:37,FALSE,NA,"1519129355259203585",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mob_idsync_cliq",0,FALSE,FALSE,NA,NA
"RT @filmygyantelly1: Did you guys loved Pratik Sehajpal's Dua Karo song? <U+0001F60D><U+0001F49C>

Elon Musk is the new CEO of Twitter

#filmygyantelly1  #Pratik…",FALSE,0,NA,2022-04-27 01:40:22,FALSE,NA,"1519129295100452865",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SonalPa48439091",224,TRUE,FALSE,NA,NA
"https://t.co/UU5ddRzcqJ
Baakiyalakshmi serial today episode <U+0001F446><U+0001F446>

#vijaytelevision #vijaytvserial #baakiyalakshmi… https://t.co/G4cavpbhFI",FALSE,1,NA,2022-04-27 01:40:19,TRUE,NA,"1519129280948490241",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arakan880",1,FALSE,FALSE,NA,NA
"@elonmusk @ElonMuskNewsOrg #ElonMusk #ElonMuskBuyTwitter #ElonMuskBuysTwitter #ElonMuskTwitter #Elon #Elon_Musk… https://t.co/1oQYoFpypV",FALSE,2,"elonmusk",2022-04-27 01:39:47,TRUE,NA,"1519129147041148929","44196397","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Raghu_Sringeri",0,FALSE,FALSE,NA,NA
"Twitter on lg ahh,semenjak dibeli @elonmusk 
#ElonMusk 
#ElonMuskBuyTwitter 
#CEO_of_Twitter 
#TwitterCEO",FALSE,0,NA,2022-04-27 01:39:21,FALSE,NA,"1519129037934710784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sandy_jsc",0,FALSE,FALSE,NA,NA
"#TwitterCEO @elonmusk Hi what's your future plans in #Twitter. Waiting eagerly for your updates.#twittersold",FALSE,0,NA,2022-04-27 01:38:58,FALSE,NA,"1519128944053678081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pansinas",0,FALSE,FALSE,NA,NA
"After @elonmusk now @paraga seems to be catching up on @Twitter trend

#TwitterCEO is trending",FALSE,0,NA,2022-04-27 01:38:12,FALSE,NA,"1519128747227578369",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","lavanyadeepak",0,FALSE,FALSE,NA,NA
"RT @DaringDjango: One fine morning, bored #ElonMusk decided to go for a shopping and bought Twitter. Say hello to the new CEO of Twitter.…",FALSE,0,NA,2022-04-27 01:38:05,FALSE,NA,"1519128720648597510",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ashutos35804227",479,TRUE,FALSE,NA,NA
"<U+0001F923><U+0001F602><U+0001F923><U+0001F602><U+0001F923><U+0001F602> oh no!  What will we do without ""Talcum X"" aka ""Martin Luther CREAM"" <U+0001F923><U+0001F923><U+0001F62D><U+0001F923> #TwitterTakeover #twitter… https://t.co/OnjRgKgdLJ",FALSE,1,NA,2022-04-27 01:37:29,TRUE,NA,"1519128569007558658",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","InTheKnow2020",0,FALSE,FALSE,NA,NA
"RT @RojerMatz: #twittersold 
Elon Musk bought twitter for 3lakhs Crore ($44 billion). 
New CEO of Twitter #ElonMusk 
#TwitterTakeover #Twit…",FALSE,0,NA,2022-04-27 01:37:06,FALSE,NA,"1519128470294757376",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kalpna67236322",65,TRUE,FALSE,NA,NA
"RT @im1998live: #TwitterCEO
Elon Musk at Twitter Headquarters<U+0001F499> https://t.co/q7F6hubrtc",FALSE,0,NA,2022-04-27 01:36:58,FALSE,NA,"1519128437767950337",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kalpna67236322",29,TRUE,FALSE,NA,NA
"RT @TheNameIsRitess: Twitter CEO @elonmusk let me tweet from space pls
 #TwitterCEO #MarchAgainstImportedGovt https://t.co/xcH6FFiSB2",FALSE,0,NA,2022-04-27 01:36:42,FALSE,NA,"1519128370336104448",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kalpna67236322",67,TRUE,FALSE,NA,NA
"RT @DaringDjango: One fine morning, bored #ElonMusk decided to go for a shopping and bought Twitter. Say hello to the new CEO of Twitter.…",FALSE,0,NA,2022-04-27 01:36:32,FALSE,NA,"1519128327717801984",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kalpna67236322",479,TRUE,FALSE,NA,NA
